《阿凡达》 二十世纪福克斯 $2,782.2
《泰坦尼克号》 派拉蒙 $1,843.2
《指环王3：王者归来》 新线 $1,119.1
《加勒比海盗2：亡灵宝藏》 迪士尼 $1,066.2
《玩具总动员3》 迪士尼 $1,063.2
