《蝙蝠侠前传2：黑暗骑士》 华纳兄弟 $1,001.9
《爱丽丝漫游仙境》 迪士尼 $1,024.3
《玩具总动员3》 迪士尼 $1,063.2
《加勒比海盗2：亡灵宝藏》 迪士尼 $1,066.2
《指环王3：王者归来》 新线 $1,119.1
《泰坦尼克号》 派拉蒙 $1,843.2
《阿凡达》 二十世纪福克斯 $2,782.2
《超人总动员》 迪士尼 $631.4
《功夫熊猫》 派拉蒙/梦工厂 $631.7
《星战前传2：克隆人的进攻》 二十世纪福克斯 $649.4
